branch	language	segments_IPA	segments_source	source	comments	features	glottocode
Dargwa	Dargwa	o	o	[Кибрик, Кодзасов 1990: 334-335]	Фонема a реализуется как IoI перед w b рядом с лабиализованными.	back	darg1241
Dargwa	Dargwa	u	u	[Кибрик, Кодзасов 1990: 334-335]	NA	back	darg1241
Dargwa	Dargwa	uː	u:	[Кибрик, Кодзасов 1990: 334-335]	NA	back	darg1241
Dargwa	Dargwa	uˤ	uᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	back	darg1241
Dargwa	Dargwa	a	a	[Кибрик, Кодзасов 1990: 334-335]	NA	open	darg1241
Dargwa	Dargwa	aː	a:	[Кибрик, Кодзасов 1990: 334-335]	NA	open	darg1241
Dargwa	Dargwa	e	e	[Кибрик, Кодзасов 1990: 334-335]	NA	mid	darg1241
Dargwa	Dargwa	eː	e:	[Кибрик, Кодзасов 1990: 334-335]	NA	mid	darg1241
Dargwa	Dargwa	i	i	[Кибрик, Кодзасов 1990: 334-335]	NA	close	darg1241
Dargwa	Dargwa	iː	i:	[Кибрик, Кодзасов 1990: 334-335]	NA	close	darg1241
Dargwa	Dargwa	iˤ	iᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	close	darg1241
Dargwa	Dargwa	o	o	[Кибрик, Кодзасов 1990: 334-335]	Фонема a реализуется как IoI перед w b рядом с лабиализованными.	mid	darg1241
Dargwa	Dargwa	u	u	[Кибрик, Кодзасов 1990: 334-335]	NA	close	darg1241
Dargwa	Dargwa	uː	u:	[Кибрик, Кодзасов 1990: 334-335]	NA	close	darg1241
Dargwa	Dargwa	uˤ	uᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	close	darg1241
Dargwa	Dargwa	a	a	[Кибрик, Кодзасов 1990: 334-335]	NA	unrounded	darg1241
Dargwa	Dargwa	aː	a:	[Кибрик, Кодзасов 1990: 334-335]	NA	unrounded	darg1241
Dargwa	Dargwa	e	e	[Кибрик, Кодзасов 1990: 334-335]	NA	unrounded	darg1241
Dargwa	Dargwa	eː	e:	[Кибрик, Кодзасов 1990: 334-335]	NA	unrounded	darg1241
Dargwa	Dargwa	i	i	[Кибрик, Кодзасов 1990: 334-335]	NA	unrounded	darg1241
Dargwa	Dargwa	iː	i:	[Кибрик, Кодзасов 1990: 334-335]	NA	unrounded	darg1241
Dargwa	Dargwa	iˤ	iᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	unrounded	darg1241
Dargwa	Dargwa	o	o	[Кибрик, Кодзасов 1990: 334-335]	Фонема a реализуется как IoI перед w b рядом с лабиализованными.	rounded	darg1241
Dargwa	Dargwa	u	u	[Кибрик, Кодзасов 1990: 334-335]	NA	rounded	darg1241
Dargwa	Dargwa	uː	u:	[Кибрик, Кодзасов 1990: 334-335]	NA	rounded	darg1241
Dargwa	Dargwa	uˤ	uᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	rounded	darg1241
Dargwa	Dargwa	aː	a:	[Кибрик, Кодзасов 1990: 334-335]	NA	long	darg1241
Dargwa	Dargwa	eː	e:	[Кибрик, Кодзасов 1990: 334-335]	NA	long	darg1241
Dargwa	Dargwa	iː	i:	[Кибрик, Кодзасов 1990: 334-335]	NA	long	darg1241
Dargwa	Dargwa	uː	u:	[Кибрик, Кодзасов 1990: 334-335]	NA	long	darg1241
Dargwa	Dargwa	iˤ	iᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	pharyngealized	darg1241
Dargwa	Dargwa	uˤ	uᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	pharyngealized	darg1241
Dargwa	Dargwa	a	a	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	aː	a:	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	b	b	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	d	d	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	e	e	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	eː	e:	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	ɡ	ɡ	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ɡʷ	ɡ˳	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	h	h	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ʜ	ʜ	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	i	i	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	iː	i:	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	iˤ	iᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	j	j	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	kʰ	k	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	k'	k'	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	kː	k̄	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	l	l	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	m	m	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	n	n	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	o	o	[Кибрик, Кодзасов 1990: 334-335]	Фонема a реализуется как IoI перед w b рядом с лабиализованными.	vowel	darg1241
Dargwa	Dargwa	pʰ	p	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	p'	p'	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	pː	p̄	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	qʰ	q	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	consonant	darg1241
Dargwa	Dargwa	q'	q'	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	consonant	darg1241
Dargwa	Dargwa	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	qː	q̄	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	consonant	darg1241
Dargwa	Dargwa	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	r	r	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ʁ	ʀ	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	s	s	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	sː	s̄	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ʃ	š	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tʰ	t	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	t'	t'	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tː	t̄	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tsʰ	c	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ts'	c'	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tsː	c̄	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tʃʰ	č	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tʃ'	č'	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tʃː	c̄̌	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	u	u	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	uː	u:	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	uˤ	uᶜ	[Кибрик, Кодзасов 1990: 334-335]	NA	vowel	darg1241
Dargwa	Dargwa	w	w	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	x	x	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	xː	x̄	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	z	z	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ʒ	ž	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ʔ	ʔ	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	ʢ	ʕ	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	χ	χ	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	χː	χ̄	[Кибрик, Кодзасов 1990: 334-335]	NA	consonant	darg1241
Dargwa	Dargwa	b	b	[Кибрик, Кодзасов 1990: 334-335]	NA	labial	darg1241
Dargwa	Dargwa	d	d	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	ɡ	ɡ	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	ɡʷ	ɡ˳	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	h	h	[Кибрик, Кодзасов 1990: 334-335]	NA	laryngeal	darg1241
Dargwa	Dargwa	ʜ	ʜ	[Кибрик, Кодзасов 1990: 334-335]	NA	epiglottal	darg1241
Dargwa	Dargwa	j	j	[Кибрик, Кодзасов 1990: 334-335]	NA	palatal	darg1241
Dargwa	Dargwa	kʰ	k	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	k'	k'	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	kː	k̄	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	l	l	[Кибрик, Кодзасов 1990: 334-335]	NA	lateral	darg1241
Dargwa	Dargwa	m	m	[Кибрик, Кодзасов 1990: 334-335]	NA	labial	darg1241
Dargwa	Dargwa	n	n	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	pʰ	p	[Кибрик, Кодзасов 1990: 334-335]	NA	labial	darg1241
Dargwa	Dargwa	p'	p'	[Кибрик, Кодзасов 1990: 334-335]	NA	labial	darg1241
Dargwa	Dargwa	pː	p̄	[Кибрик, Кодзасов 1990: 334-335]	NA	labial	darg1241
Dargwa	Dargwa	qʰ	q	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	uvular	darg1241
Dargwa	Dargwa	q'	q'	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	uvular	darg1241
Dargwa	Dargwa	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	uvular	darg1241
Dargwa	Dargwa	qː	q̄	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	uvular	darg1241
Dargwa	Dargwa	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 334-335]	NA	uvular	darg1241
Dargwa	Dargwa	r	r	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	ʁ	ʀ	[Кибрик, Кодзасов 1990: 334-335]	NA	uvular	darg1241
Dargwa	Dargwa	s	s	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	sː	s̄	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	ʃ	š	[Кибрик, Кодзасов 1990: 334-335]	NA	palato-alveolar	darg1241
Dargwa	Dargwa	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 334-335]	NA	palato-alveolar	darg1241
Dargwa	Dargwa	tʰ	t	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	t'	t'	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	tː	t̄	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	tsʰ	c	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	ts'	c'	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	tsː	c̄	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	tʃʰ	č	[Кибрик, Кодзасов 1990: 334-335]	NA	palato-alveolar	darg1241
Dargwa	Dargwa	tʃ'	č'	[Кибрик, Кодзасов 1990: 334-335]	NA	palato-alveolar	darg1241
Dargwa	Dargwa	tʃː	c̄̌	[Кибрик, Кодзасов 1990: 334-335]	NA	palato-alveolar	darg1241
Dargwa	Dargwa	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 334-335]	NA	palato-alveolar	darg1241
Dargwa	Dargwa	w	w	[Кибрик, Кодзасов 1990: 334-335]	NA	labial	darg1241
Dargwa	Dargwa	x	x	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	xː	x̄	[Кибрик, Кодзасов 1990: 334-335]	NA	velar	darg1241
Dargwa	Dargwa	z	z	[Кибрик, Кодзасов 1990: 334-335]	NA	alveolar	darg1241
Dargwa	Dargwa	ʒ	ž	[Кибрик, Кодзасов 1990: 334-335]	NA	palato-alveolar	darg1241
Dargwa	Dargwa	ʔ	ʔ	[Кибрик, Кодзасов 1990: 334-335]	NA	laryngeal	darg1241
Dargwa	Dargwa	ʢ	ʕ	[Кибрик, Кодзасов 1990: 334-335]	NA	epiglottal	darg1241
Dargwa	Dargwa	χ	χ	[Кибрик, Кодзасов 1990: 334-335]	NA	uvular	darg1241
Dargwa	Dargwa	χː	χ̄	[Кибрик, Кодзасов 1990: 334-335]	NA	uvular	darg1241
Dargwa	Dargwa	b	b	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	d	d	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	ɡ	ɡ	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	ɡʷ	ɡ˳	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	h	h	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	ʜ	ʜ	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	j	j	[Кибрик, Кодзасов 1990: 334-335]	NA	approximant	darg1241
Dargwa	Dargwa	kʰ	k	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	k'	k'	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	kː	k̄	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	l	l	[Кибрик, Кодзасов 1990: 334-335]	NA	approximant	darg1241
Dargwa	Dargwa	m	m	[Кибрик, Кодзасов 1990: 334-335]	NA	nasal	darg1241
Dargwa	Dargwa	n	n	[Кибрик, Кодзасов 1990: 334-335]	NA	nasal	darg1241
Dargwa	Dargwa	pʰ	p	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	p'	p'	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	pː	p̄	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	qʰ	q	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	plosive	darg1241
Dargwa	Dargwa	q'	q'	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	plosive	darg1241
Dargwa	Dargwa	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	qː	q̄	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	plosive	darg1241
Dargwa	Dargwa	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	r	r	[Кибрик, Кодзасов 1990: 334-335]	NA	approximant	darg1241
Dargwa	Dargwa	ʁ	ʀ	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	s	s	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	sː	s̄	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	ʃ	š	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	tʰ	t	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	t'	t'	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	tː	t̄	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	tsʰ	c	[Кибрик, Кодзасов 1990: 334-335]	NA	affricate	darg1241
Dargwa	Dargwa	ts'	c'	[Кибрик, Кодзасов 1990: 334-335]	NA	affricate	darg1241
Dargwa	Dargwa	tsː	c̄	[Кибрик, Кодзасов 1990: 334-335]	NA	affricate	darg1241
Dargwa	Dargwa	tʃʰ	č	[Кибрик, Кодзасов 1990: 334-335]	NA	affricate	darg1241
Dargwa	Dargwa	tʃ'	č'	[Кибрик, Кодзасов 1990: 334-335]	NA	affricate	darg1241
Dargwa	Dargwa	tʃː	c̄̌	[Кибрик, Кодзасов 1990: 334-335]	NA	affricate	darg1241
Dargwa	Dargwa	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 334-335]	NA	affricate	darg1241
Dargwa	Dargwa	w	w	[Кибрик, Кодзасов 1990: 334-335]	NA	approximant	darg1241
Dargwa	Dargwa	x	x	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	xː	x̄	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	z	z	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	ʒ	ž	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	ʔ	ʔ	[Кибрик, Кодзасов 1990: 334-335]	NA	plosive	darg1241
Dargwa	Dargwa	ʢ	ʕ	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	χ	χ	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	χː	χ̄	[Кибрик, Кодзасов 1990: 334-335]	NA	fricative	darg1241
Dargwa	Dargwa	b	b	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	d	d	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	ɡ	ɡ	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	ɡʷ	ɡ˳	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	h	h	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	ʜ	ʜ	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	j	j	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	kʰ	k	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	k'	k'	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	kː	k̄	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	l	l	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	m	m	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	n	n	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	pʰ	p	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	p'	p'	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	pː	p̄	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	qʰ	q	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	voiceless	darg1241
Dargwa	Dargwa	q'	q'	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	voiceless	darg1241
Dargwa	Dargwa	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	qː	q̄	[Кибрик, Кодзасов 1990: 334-335]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	voiceless	darg1241
Dargwa	Dargwa	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	r	r	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	ʁ	ʀ	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	s	s	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	sː	s̄	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	ʃ	š	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tʰ	t	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	t'	t'	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tː	t̄	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tsʰ	c	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	ts'	c'	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tsː	c̄	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tʃʰ	č	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tʃ'	č'	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tʃː	c̄̌	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	w	w	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	x	x	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	xː	x̄	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	z	z	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	ʒ	ž	[Кибрик, Кодзасов 1990: 334-335]	NA	voiced	darg1241
Dargwa	Dargwa	χ	χ	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	χː	χ̄	[Кибрик, Кодзасов 1990: 334-335]	NA	voiceless	darg1241
Dargwa	Dargwa	h	h	[Кибрик, Кодзасов 1990: 334-335]	NA	unaspirated	darg1241
Dargwa	Dargwa	ʜ	ʜ	[Кибрик, Кодзасов 1990: 334-335]	NA	unaspirated	darg1241
